rank,word,frequency,relative_frequency
599,mahāpaṇṇāsaka,197,0.00025020765965661857
600,jhānassa,196,0.00024893757001369154
601,dhammapaccanīyānuloma,196,0.00024893757001369154
602,sahetukaṁ,194,0.0002463973907278376
603,parijānanti,194,0.0002463973907278376
604,vattabbo,193,0.00024512730108491057
605,vinā,193,0.00024512730108491057
606,ācayagāmī,193,0.00024512730108491057
607,avitakkaavicārassa,193,0.00024512730108491057
608,lobho,192,0.00024385721144198357
609,samudayo,192,0.00024385721144198357
610,itthīnaṁ,192,0.00024385721144198357
611,dibbena,191,0.00024258712179905657
612,dhātu,190,0.00024131703215612957
613,manāyatanañca,190,0.00024131703215612957
614,mohassa,190,0.00024131703215612957
615,abyākatañca,190,0.00024131703215612957
616,sahetukassa,190,0.00024131703215612957
617,kāyikassa,189,0.00024004694251320257
618,catutthaṁ,188,0.00023877685287027557
619,amoho,188,0.00023877685287027557
620,anaññātaññassāmītindriyaṁ,188,0.00023877685287027557
621,loke,187,0.00023750676322734858
622,araṇaṁ,187,0.00023750676322734858
623,kāmāvacarānaṁ,187,0.00023750676322734858
624,apacayagāmiṁ,185,0.00023496658394149458
625,kāyaviññāṇaṁ,185,0.00023496658394149458
626,tasseva,185,0.00023496658394149458
627,gantho,185,0.00023496658394149458
628,āhārasamuṭṭhānaṁ,185,0.00023496658394149458
629,gotrabhussa,185,0.00023496658394149458
630,sahetukā,184,0.0002336964942985676
631,paṭipanno,184,0.0002336964942985676
632,samannāgato,184,0.0002336964942985676
633,vīriyaṁ,183,0.0002324264046556406
634,avitakkaavicāraṁ,183,0.0002324264046556406
635,catūsu,183,0.0002324264046556406
636,vipākapaccayena,183,0.0002324264046556406
637,katattā,181,0.0002298862253697866
638,asaññasattā,181,0.0002298862253697866
639,nevācayagāmināpacayagāmī,181,0.0002298862253697866
640,dhamme,180,0.0002286161357268596
641,adhipatipaccayā,180,0.0002286161357268596
642,bhavarāgānusayañca,180,0.0002286161357268596
643,sukhassa,179,0.0002273460460839326
