rank,word,frequency,relative_frequency
72,s,439,0.0015084562891288064
73,appellants,436,0.0014981479317999079
74,tribunal,432,0.0014844034553613767
75,who,430,0.001477531217142111
76,they,427,0.0014672228598132126
77,their,424,0.001456914502484314
78,property,420,0.0014431700260457828
79,these,418,0.0014362977878265171
80,therefore,401,0.0013778837629627593
81,one,401,0.0013778837629627593
82,petition,401,0.0013778837629627593
83,out,400,0.0013744476438531266
84,held,387,0.0013297780954279
85,should,381,0.001309161380770103
86,person,369,0.0012679279514545092
87,right,368,0.0012644918323448764
88,can,359,0.001233566760358181
89,could,354,0.001216386164810017
90,when,349,0.001199205569261853
91,same,345,0.0011854610928233216
92,law,340,0.0011682804972751575
93,sale,337,0.0011579721399462592
94,company,336,0.0011545360208366263
95,being,334,0.0011476637826173606
96,petitioner,327,0.0011236109488499308
97,her,325,0.0011167387106306654
98,into,319,0.0010961219959728684
99,view,318,0.0010926858768632356
100,provisions,316,0.0010858136386439699
101,rules,312,0.0010720691622054387
102,must,312,0.0010720691622054387
103,application,311,0.0010686330430958058
104,time,310,0.001065196923986173
105,evidence,310,0.001065196923986173
106,dated,306,0.0010514524475476418
107,business,306,0.0010514524475476418
108,part,305,0.001048016328438009
109,respondents,303,0.0010411440902187434
110,learned,301,0.0010342718519994777
111,decree,300,0.0010308357328898449
112,two,298,0.0010239634946705794
113,india,295,0.0010136551373416808
114,amount,294,0.001010219018232048
115,article,290,0.0009964745417935167
116,them,289,0.000993038422683884
117,goods,286,0.0009827300653549855
118,year,282,0.0009689855889164542
119,present,281,0.0009655494698068214
120,th,279,0.0009586772315875558
121,passed,276,0.0009483688742586573
122,judgment,276,0.0009483688742586573
123,suit,273,0.0009380605169297589
124,within,273,0.0009380605169297589
125,given,272,0.000934624397820126
126,cannot,271,0.0009311882787104933
127,does,271,0.0009311882787104933
128,rs,271,0.0009311882787104933
129,decision,265,0.0009105715640526964
130,rule,263,0.0009036993258334307
131,fact,261,0.000896827087614165
132,opinion,259,0.0008899548493948995
133,entitled,257,0.0008830826111756337
134,will,257,0.0008830826111756337
135,taken,255,0.0008762103729563681
136,sales,253,0.0008693381347371025
137,upon,247,0.0008487214200793056
138,even,242,0.0008315408245311416
139,estate,241,0.0008281047054215087
140,possession,240,0.0008246685863118759
141,date,237,0.0008143602289829775
142,between,235,0.0008074879907637118
143,judge,234,0.0008040518716540791
144,proceedings,233,0.0008006157525444462
145,payment,231,0.0007937435143251806
146,however,230,0.0007903073952155478
147,paid,227,0.0007799990378866493
148,where,226,0.0007765629187770164
149,without,225,0.0007731267996673837
150,first,222,0.0007628184423384852
151,mortgage,220,0.0007559462041192195
152,further,218,0.0007490739658999539
153,officer,218,0.0007490739658999539
154,filed,217,0.0007456378467903212
155,general,216,0.0007422017276806883
156,b,215,0.0007387656085710555
157,bombay,214,0.0007353294894614227
158,matter,214,0.0007353294894614227
159,son,214,0.0007353294894614227
160,did,213,0.0007318933703517899
